UF;MUNICIPIO;NUMERO_REGISTRO_ESTABELECIMENTO;STATUS_REGISTRO;CPF_CNPJ;RAZAO_SOCIAL;AREA_ATUACAO;ATIVIDADE;CLASSIFICACAO;CARACTERISTICA_ADICIONAL
PR;Paranaguá;PR0004596;Ativo;**.***.861/***-**;SUPERINSPECT LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
PR;Paranaguá;PR0027413;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Paranaguá;PR0026468;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Paranaguá;PR0019968;Ativo;**.***.300/***-**;PASA - Paraná Operações Portuárias S/A;QUALIDADE VEGETAL;EMBALADOR;;
PR;Paranaguá;PR0017264;Ativo;**.***.131/***-**;COTRIGUAÇU COOPERATIVA CENTRAL;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Paranaguá;PR0015342;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Paranaguá;PR0019712;Ativo;**.***.041/***-**;MGT BRASIL COMERCIAL IMPORTADORA E EXPORTADORA LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Paranaguá;PR0014001;Ativo;**.***.023/***-**;FIAGRIL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Paranaguá;PR0015458;Ativo;**.***.087/***-**;afg brasil s/a;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Paranaguá;PR0005355;Ativo;**.***.788/***-**;AMSPEC BRASIL PARTICIPAÇOES LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
PR;Paranaguá;PR0021229;Ativo;**.***.196/***-**;COOPERATIVA AGROPECUÁRIA TRADICAO;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Paranaguá;PR0031526;Ativo;**.***.422/***-**;AGRICOLA ALVORADA S.A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Paranaguá;PR0039292;Ativo;**.***.101/***-**;ABJ COMERCIO AGRICOLA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
MS;Paranaíba;MS0021598;Ativo;**.***.809/***-**;Café Daniel;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MS;Paranaíba;MS0021946;Ativo;**.***.363/***-**;ANA CLAUDIA REZENDE MACHADO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MS;Paranaíba;MS0020354;Ativo;**.***.865/***-**;INDUSTRIA E COMERCIO DE CAFE MERIDIONAL LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MT;Paranatinga;MT0004510;Ativo;**.***.563/***-**;SERTANEJO;QUALIDADE VEGETAL;PROCESSADOR;;
MT;Paranatinga;MT0005754;Ativo;**.***.422/***-**;AGRICOLA ALVORADA S.A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Paranatinga;MT0016772;Ativo;**.***.254/***-**;AMAGGI EXPORTACAO E IMPORTACAO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Paranatinga;MT0014842;Ativo;***.***.109-**;MARIA APARECIDA CORSO;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Paranavaí;PR0047058;Ativo;**.***.847/***-**;AMAZONAS COMERCIO DE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Paranavaí;PR0039250;Ativo;**.***.875/***-**;INDUSTRIA E COMERCIO DE ALIMENTOS SUMARE LTDA-ME;QUALIDADE VEGETAL;PROCESSADOR;;
GO;Paraúna;GO0009067;Ativo;**.***.618/***-**;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO ;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MA;São João dos Patos;MA0006866;Cancelado;**.***.623/***-**;I. S. Noleto;QUALIDADE VEGETAL;EMBALADOR;;
SC;São Joaquim;SC0006807;Ativo;**.***.783/***-**;AGROPECUARIA SCHIO LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
SC;São Joaquim;SC0027928;Ativo;**.***.158/***-**;JULIO CESAR FLORES - ME;QUALIDADE VEGETAL;EMBALADOR;;
SC;São Joaquim;SC0027928;Ativo;**.***.158/***-**;JULIO CESAR FLORES - ME;QUALIDADE VEGETAL;CONSOLIDADOR;;
SC;São Joaquim;SC0006211;Ativo;**.***.729/***-**;SERRAFRUTAS COMERCIO E LOGISTICA LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SC;São Joaquim;SC0007765;Ativo;**.***.898/***-**;COOPERATIVA AGRÍCOLA FRUTAS DE OURO;QUALIDADE VEGETAL;CONSOLIDADOR;;
SC;São Joaquim;SC0030406;Ativo;**.***.683/***-**;astro agro comercial imp. de alimentos ltda ;QUALIDADE VEGETAL;CONSOLIDADOR;;
PR;São Jorge do Patrocínio;PR0034410;Ativo;**.***.696/***-**;J B MEDEIROS TORREFAÇÃO E MOAGEM DE CAFÉ - ME ;QUALIDADE VEGETAL;EMBALADOR;;
MG;Monte Carmelo;MG0034754;Ativo;**.***.017/***-**;ALGODOEIRA MONTE CARMELO INDUSTRIA E COMERCIO LTDA - ME;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;Monte Carmelo;MG0051527;Ativo;**.***.487/***-**;BAPTISTA ARMS GERAIS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;Monte Carmelo;MG0028304;Ativo;**.***.286/***-**;PANGEA COMERCIO E LOCACAO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
MG;Monte Carmelo;MG0034088;Ativo;**.***.285/***-**;IRMÃOS MONTEIRO INDÚSTRIA E COMÉRCIO DE CAFÉ LTDA;QUALIDADE VEGETAL;EMBALADOR;;
MG;Monte Sião;MG0050920;Ativo;**.***.187/***-**;ALINE DINIZ BALBÃO;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Montes Claros;MG0016632;Ativo;**.***.204/***-**;INDUSTRIA E COMERCIO DE CEREAIS DA DINHA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
GO;Montividiu;GO0009733;Ativo;**.***.671/***-**;CARAMURU ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
CE;Morada Nova;CE0012599;Ativo;**.***.638/***-**;COMAQ INDUSTRIA DE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
CE;Morada Nova;CE0015210;Ativo;**.***.314/***-**;L R R MELO & CIA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Morro Agudo;SP0049662;Ativo;**.***.845/***-**;PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA;QUALIDADE VEGETAL;EXPORTADOR;;
SC;Morro da Fumaça;SC0005452;Ativo;**.***.201/***-**;FUMACENSE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
RN;Mossoró;RN0004405;Ativo;**.***.300/***-**;AGRÍCOLA FAMOSA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
RN;Mossoró;RN0007390;Ativo;**.***.678/***-**;OESTE FRUIT LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
RS;Muitos Capões;RS0037567;Ativo;**.***.873/***-**;bocchi industria comercio de cereais ltda;QUALIDADE VEGETAL;ARMAZENADOR;;
MG;Mutum;MG0046205;Ativo;**.***.220/***-**;MARIA ARMINDA VERONESE DA MOTA GOMES CAMARGO;QUALIDADE VEGETAL;EMBALADOR;;
MG;Muzambinho;MG0047589;Ativo;**.***.539/***-**;IF SUL DE MINAS GERAIS - CAMPUS MUZAMBINHO;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Muzambinho;MG0048682;Ativo;**.***.222/***-**;AGROPECUARIA SANTA IGNES COMERCIO INDUSTRIA LTDA ME;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Muzambinho;MG0050342;Ativo;**.***.870/***-**;AGUIA INDÚSTRIA E TORREFAÇÃO DE CAFÉ LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
RN;Natal;RN0004189;Ativo;**.***.411/***-**;TRÊS CORAÇÕES ALIMENTOS S.A.;QUALIDADE VEGETAL;PROCESSADOR;;
RN;Natal;RN0008036;Ativo;**.***.824/***-**;SP Indústria de Carnes Ltda;QUALIDADE VEGETAL;IMPORTADOR;;
RN;Natal;RN0008028;Ativo;**.***.272/***-**;G & D Comercial Ltda;QUALIDADE VEGETAL;IMPORTADOR;;
MS;Naviraí;MS0021660;Ativo;**.***.129/***-**;COPASUL - COOPERATIVA AGRÍCOLA SUL-MATOGROSSENSE;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Nepomuceno;MG0033782;Ativo;**.***.918/***-**;BJB COMERCIO DE CAFE LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;Neves Paulista;SP0032670;Ativo;**.***.741/***-**;marcos josé furlaneto garcia & cia ltda.;QUALIDADE VEGETAL;BENEFICIADOR;;
RJ;Niterói;RJ0014575;Ativo;**.***.273/***-**;bermar comércio importação e exportação ltda.;QUALIDADE VEGETAL;IMPORTADOR;;
RJ;Niterói;RJ0021792;Ativo;**.***.629/***-**;APULIA FLUMINENSE COMERCIO E IMPORTACAO LTDA;QUALIDADE VEGETAL;IMPORTADOR;;
RJ;Niterói;RJ0021237;Ativo;**.***.728/***-**;International Commodities Trading Ltda;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Nova Aliança;SP0106780;Ativo;**.***.977/***-**;CAFE LONGHIN LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Nova Cantu;PR0015105;Ativo;**.***.223/***-**;C.VALE - COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
GO;Nova Crixás;GO0018376;Ativo;**.***.845/***-**;Produtos Alimentícios Orlandia S A Comercio e Industria;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
PR;Nova Fátima;PR0037010;Ativo;**.***.097/***-**;BELAGRICOLA COM E REP DE PRODUTOS AGRICOLAS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;Nova Fátima;PR0040886;Ativo;**.***.429/***-**;F F P PENA INDUSTRIA E COMERCIO DE CAFE;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
RJ;Nova Iguaçu;RJ0012912;Ativo;**.***.184/***-**;industrias granfino s/a;QUALIDADE VEGETAL;IMPORTADOR;;
MG;Nova Lima;MG0000906;Ativo;**.***.307/***-**;ORGANIZAÇÃO VERDEMAR LTDA.;QUALIDADE VEGETAL;IMPORTADOR;;
PR;Nova Londrina;PR0041912;Ativo;**.***.965/***-**;INDÚSTRIA E COMÉRCIO DE FÉCULA O'LINDA LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MT;Nova Marilândia;MT0018295;Ativo;**.***.985/***-**;CAFE GAKLIK INDUSTRIA E COMERCIO LTDA;QUALIDADE VEGETAL;EMBALADOR;;
MT;Nova Nazaré;MT0018198;Ativo;**.***.303/***-**;NG TRADE LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RS;Nova Prata;RS0035912;Ativo;**.***.952/***-**;BORRACHAS VIPAL S.A.;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RS;Nova Santa Rita;RS0035459;Ativo;**.***.425/***-**;ARROZELA INDUSTRIA DE ALIMENTOS LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
RS;Nova Santa Rita;RS0052574;Ativo;**.***.931/***-**;oesa comércio e representações s.a;QUALIDADE VEGETAL;IMPORTADOR;;
RS;Nova Santa Rita;RS0047198;Ativo;**.***.757/***-**;comercial zaffari ltda;QUALIDADE VEGETAL;IMPORTADOR;;
PR;Nova Tebas;PR0002542;Ativo;**.***.383/***-**;COAMO AGROINDUSTRIAL COOPERATIVA;QUALIDADE VEGETAL;BENEFICIADOR;;
MT;Nova Ubiratã;MT0005690;Ativo;**.***.223/***-**;C.VALE - COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
MT;Nova Ubiratã;MT0005355;Ativo;**.***.706/***-**;CARGILL AGRICOLA S A;QUALIDADE VEGETAL;PRODUTOR;;
MT;Nova Ubiratã;MT0005410;Ativo;**.***.338/***-**;COFCO INTERNATIONAL BRASIL S.A ;QUALIDADE VEGETAL;PRODUTOR;;
MT;Nova Ubiratã;MT0003972;Cancelado;**.***.398/***-**;COFCO INTERNATIONAL;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Nova Ubiratã;MT0013919;Ativo;**.***.089/***-**;USIMAT DESTILARIA DE ALCOOL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;Nova Ubiratã;MT0023574;Ativo;**.***.282/***-**;BOM FUTURO AGRICOLA LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
RO;Nova União;RO0005983;Ativo;***.***.859-**;AMADEU VANDERLEI;QUALIDADE VEGETAL;PROCESSADOR;;
ES;Nova Venécia;ES0008818;Ativo;**.***.014/***-**;Brazil especiarias ltda;QUALIDADE VEGETAL;BENEFICIADOR;;
AL;São José da Laje;AL0002593;Ativo;**.***.289/***-**;usina serra grande s.a;QUALIDADE VEGETAL;EXPORTADOR;;
MG;São José da Lapa;MG0050636;Ativo;**.***.359/***-**;E,M.RODEX LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MT;São José do Rio Claro;MT0007021;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
MT;São José do Rio Claro;MT0007021;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
MT;São José do Rio Claro;MT0015733;Ativo;**.***.277/***-**;O TELHAR AGROPECUARIA LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
MT;São José do Rio Claro;MT0013927;Ativo;**.***.089/***-**;USIMAT DESTILARIA DE ALCOOL LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;São José do Rio Pardo;SP0077690;Ativo;**.***.842/***-**;MATEUS ALIMENTOS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;São José do Rio Pardo;SP0025984;Ativo;**.***.566/***-**;COOPERATIVA REGIONAL DE CAFEICULTORES EM GUAXUPE LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;São José do Rio Preto;SP0066273;Ativo;**.***.810/***-**;M.W.A. COMERCIO DE PRODUTOS ALIMENTICIOS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
SP;São José do Rio Preto;MT0015237;Ativo;***.***.020-**;KLEVERSON SCHEFFER;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;São José do Rio Preto;SP0035076;Ativo;**.***.442/***-**;NUTRICIONALE COMERCIO DE ALIMENTOS;QUALIDADE VEGETAL;EMBALADOR;;
MT;São José do Xingu;MT0004294;Ativo;**.***.254/***-**;AMAGGI EXPORTACAO E IMPORTACAO LTDA;QUALIDADE VEGETAL;PRODUTOR;;
PR;São José dos Pinhais;PR0050601;Ativo;**.***.143/***-**;CAFE FRATELLI FRANQUEADORA LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
MG;São Lourenço;MG0016411;Ativo;**.***.552/***-**;IRMÃOS AMERICANOS INDÚSTRIA E COMÉRCIO DE CEREAIS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
MG;São Lourenço;MG0031135;Ativo;**.***.354/***-**;CAFE SERRA VERDE - ME ;QUALIDADE VEGETAL;PROCESSADOR;;
MA;São Luís;MA0001091;Ativo;**.***.441/***-**;ARMARZÉM MATEUS S/A;QUALIDADE VEGETAL;COMERCIANTE (DISTRIBUIDOR);;
MA;São Luís;MA0008389;Ativo;**.***.323/***-**;Eternity Alimentos Ltda.;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MA;São Luís;MA0010391;Ativo;**.***.834/***-**;Fides Control Serviços de Inspeções Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;SUPERVISORA DE EMBARQUE
MA;São Luís;MA0010391;Ativo;**.***.834/***-**;Fides Control Serviços de Inspeções Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
MA;São Luís;MA0009296;Cancelado;**.***.735/***-**;Transglobal Operações Portuárias Ltda;QUALIDADE VEGETAL;EMBALADOR;;
MA;São Luís;MA0003735;Cancelado;**.***.697/***-**;Intertek do Brasil Inspeções Ltda.;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
MA;São Luís;MA0006882;Ativo;**.***.949/***-**;Sabor Alimentos Ltda;QUALIDADE VEGETAL;BENEFICIADOR;;
MA;São Luís;MA0006882;Ativo;**.***.949/***-**;Sabor Alimentos Ltda;QUALIDADE VEGETAL;EMBALADOR;;
MA;São Luís;MA0003395;Suspenso;**.***.972/***-**;GMS Serviços Marítimos Gerais Ltda;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
MA;São Luís;MA0006947;Ativo;**.***.194/***-**;Terminal Corredor Norte S.A.;QUALIDADE VEGETAL;ARMAZEM PORTUARIO;;
MA;São Luís;MA0006807;Ativo;**.***.827/***-**;Amaggi Louis Dreyfus Zen-Noh Terminais Portuários S.A. ;QUALIDADE VEGETAL;EXPORTADOR;;
AL;São Luís do Quitunde;AL0001660;Ativo;**.***.011/***-**;CENTRAL AÇUCAREIRA SANTO ANTONIO S.A.;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
ES;São Mateus;ES0009008;Cancelado;**.***.315/***-**;Agrorosa Importação e Exportação Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0014702;Ativo;**.***.315/***-**;Agrorosa Importação e Exportação Ltda;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;São Mateus;ES0010545;Cancelado;**.***.492/***-**;Comércio e Exportação Santiago Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0010545;Cancelado;**.***.492/***-**;Comércio e Exportação Santiago Ltda;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;São Mateus;ES0015458;Ativo;**.***.492/***-**;Comércio e Exportação Santiago Ltda;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0011479;Ativo;**.***.585/***-**;agrospice comércio e exportação ltda;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0014460;Ativo;**.***.864/***-**;C & G COMERCIO DE CAFE E PIMENTA, IMPORTAÇÃO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
ES;São Mateus;ES0011207;Ativo;**.***.939/***-**;SACCONI AGROINDUSTRIAL COMERCIO E EXPORTAÇÃO LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0009237;Ativo;**.***.649/***-**;golden spices agricolas ltda;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0011380;Ativo;**.***.262/***-**;OPUS EXPORTAÇÃO E ESPECIARIAS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0008702;Ativo;**.***.309/***-**;AGC COMERCIO DE FRUTAS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
ES;São Mateus;ES0008702;Ativo;**.***.309/***-**;AGC COMERCIO DE FRUTAS LTDA;QUALIDADE VEGETAL;PRODUTOR;;
RS;São Miguel das Missões;RS0064017;Ativo;**.***.768/***-**;CEREALISTA EVERLING LTDA.;QUALIDADE VEGETAL;EMBALADOR;;
PR;São Miguel do Iguaçu;PR0020877;Ativo;**.***.749/***-**;DISAM DISTRIBUIDORA DE INSUMOS AGRÍCOLAS SUL AMÉRICA LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;São Miguel do Iguaçu;PR0014133;Ativo;**.***.416/***-**;AB COMERCIO DE INSUMOS LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
PR;São Miguel do Iguaçu;PR0021180;Ativo;**.***.749/***-**;DISAM DISTRIBUIDORA DE INSUMOS AGRICOLAS SUL AMERICA LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
AL;São Miguel dos Campos;AL0001732;Ativo;**.***.034/***-**;USINA CAETE S A;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;CLASSIFICADORA POR FLUXO OPERACIONAL
SP;Sales;SP0036315;Ativo;**.***.100/***-**;AMENDOIM GUEDES-EIRELLI EPP;QUALIDADE VEGETAL;PROCESSADOR;;
CE;Salitre;CE0017299;Ativo;**.***.676/***-**;ANTONIO SANTOS PEREIRA DA SILVA;QUALIDADE VEGETAL;PROCESSADOR;;
MS;Rio Brilhante;MS0016918;Ativo;**.***.293/***-**;LAR COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Rio Claro;SP0089893;Ativo;**.***.826/***-**;VIVERDE COMERCIAL - COMERCIO, INDUSTRIA E SERVIÇOS LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
RO;Novo Horizonte do Oeste;RO0006092;Ativo;***.***.175-**;RONDINELY RONCONI HEL;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Olímpia;SP0034819;Ativo;**.***.619/***-**;TEREOS AÇÚCAR E ENERGIA BRASIL S.A.;QUALIDADE VEGETAL;PROCESSADOR;;
PE;Olinda;PE0010634;Ativo;**.***.155/***-**;Moinhos Cruzeiro do Sul S A;QUALIDADE VEGETAL;EMBALADOR;;
PA;Oriximiná;PA0006629;Ativo;**.***.431/***-**;FLORENZANO NUTS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
GO;Orizona;GO0009849;Ativo;**.***.671/***-**;CARAMURU ALIMENTOS S/A;QUALIDADE VEGETAL;EXPORTADOR;;
SP;Orlândia;SP0034703;Ativo;**.***.845/***-**;PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA;QUALIDADE VEGETAL;PROCESSADOR;;
SP;Osasco;SP0103926;Ativo;**.***.406/***-**;SPROUT HOLDINGS S.A.;QUALIDADE VEGETAL;BENEFICIADOR;;
SP;Osasco;SP0054208;Ativo;**.***.295/***-**;camil alimentos s.a;QUALIDADE VEGETAL;EMBALADOR;;
SP;Osvaldo Cruz;SP0043923;Ativo;**.***.923/***-**;GRANOL AGRICOLA LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Ouro Fino;MG0038920;Ativo;**.***.780/***-**;GRAN MONTEIRO COFFEE SHOP TORREFAÇÃO LTDA;QUALIDADE VEGETAL;COMERCIAL EXPORTADORA OU TRADING;;
SP;Santa Cruz do Rio Pardo;SP0038164;Ativo;**.***.528/***-**;SEFERT - COMERCIO DE PRODUTOS AGRICOLAS LTDA;QUALIDADE VEGETAL;BENEFICIADOR;;
BA;Santa Inês;BA0013820;Ativo;**.***.921/***-**;SANTA INES;QUALIDADE VEGETAL;BENEFICIADOR;;
PA;Santa Izabel do Pará;PA0006971;Ativo;**.***.453/***-**;NJF INDÚSTRIA E COMÉRCIO LTDA.;QUALIDADE VEGETAL;PROCESSADOR;;
PA;Santa Izabel do Pará;PA0006971;Ativo;**.***.453/***-**;NJF INDÚSTRIA E COMÉRCIO LTDA.;QUALIDADE VEGETAL;EMBALADOR;;
PR;Santa Izabel do Oeste;PR0016594;Ativo;**.***.219/***-**;COOPAVEL COOPERATIVA AGROINDUSTRIAL;QUALIDADE VEGETAL;EXPORTADOR;;
ES;Santa Leopoldina;ES0008761;Ativo;**.***.835/***-**;ATLÂNTICA COMÉRCIO DE GRÃOS EIRELI;QUALIDADE VEGETAL;EXPORTADOR;;
MG;Santa Luzia;MG0015105;Ativo;**.***.101/***-**;BUNGE ALIMENTOS S/A;QUALIDADE VEGETAL;PROCESSADOR;;
RS;Santa Maria;RS0043826;Ativo;**.***.402/***-**;ADM DO BRASIL LTDA;QUALIDADE VEGETAL;EXPORTADOR;;
RS;Santa Maria;RS0052876;Ativo;**.***.227/***-**;FAVARIN & CIA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
RS;Santa Maria;RS0042528;Ativo;**.***.647/***-**;ANTONIAZZI E CIA LTDA;QUALIDADE VEGETAL;EMBALADOR;;
ES;Santa Maria de Jetibá;ES0016616;Ativo;**.***.228/***-**;OURO SAFRA S/A;QUALIDADE VEGETAL;EXPORTADOR;;
ES;Santa Maria de Jetibá;ES0018074;Ativo;**.***.780/***-**;COMPANHIA DE CAFES RIO BONITO LTDA;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Santa Mônica;PR0044059;Ativo;**.***.319/***-**;FORMOSA ALIMENTOS EIRELI;QUALIDADE VEGETAL;PROCESSADOR;;
PB;Santa Rita;PB0001091;Ativo;**.***.259/***-**;MIRIRI ALIMENTOS BIONERGUA S/A;QUALIDADE VEGETAL;PROCESSADOR;;
MG;Santa Rita do Sapucaí;MG0047139;Ativo;**.***.807/***-**;TRIO COFFEE INDUSTRIA & COMERCIO LTDA;QUALIDADE VEGETAL;INDUSTRIALIZADOR;;
MG;Santa Rita do Sapucaí;MG0050105;Ativo;**.***.412/***-**;CADIN DE MINAS CAFES ESPECIAIS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
ES;Santa Teresa;ES0016195;Ativo;***.***.330-**;RICARDO AMADOR SERRO;QUALIDADE VEGETAL;BENEFICIADOR;;
PR;Santa Tereza do Oeste;PR0043397;Ativo;**.***.413/***-**;ITASA ALIMENTOS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
PR;Santa Terezinha de Itaipu;PR0020150;Ativo;**.***.219/***-**;moinho itaipu s/a;QUALIDADE VEGETAL;PROCESSADOR;;
PR;Santa Terezinha de Itaipu;PR0018058;Ativo;**.***.241/***-**;diza COMERCIAL E IMPORTADORA LTDA.;QUALIDADE VEGETAL;IMPORTADOR;;
AP;Santana;AP0000825;Ativo;**.***.834/***-**;FIDES CONTROL SERVIÇOS DE INSPEÇÕES LTDA;QUALIDADE VEGETAL;CLASSIFICADOR (PESSOA JURÍDICA);PRODUTO VEGETAL PADRONIZADO;PRESTADORA DE SERVIÇO
AP;Santana;AM0003492;Ativo;**.***.393/***-**;BIG TRADING E EMPREENDIMENTOS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
AP;Santana;AP0000841;Ativo;**.***.393/***-**;BIG TRADING E EMPREENDIMENTOS LTDA;QUALIDADE VEGETAL;EMBALADOR;;
AP;Santana;AP0000590;Ativo;**.***.807/***-**;CIANPORT - CIA NORTE DE NAVEGAÇÃO E PORTOS;QUALIDADE VEGETAL;ARMAZENADOR;;
